@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
3141,'2017/05/31 10:26:00:452',12,474,-1.232558,1
3142,'2017/05/31 10:26:00:452',12,477,-1.217213,1
3143,'2017/05/31 10:26:00:459',12,477,-1.20191,1
3144,'2017/05/31 10:26:00:477',12,477,-1.182561,1
3145,'2017/05/31 10:26:00:479',12,477,-1.163265,1
3146,'2017/05/31 10:26:00:495',12,477,-1.144022,1
3147,'2017/05/31 10:26:00:499',12,481,-1.12483,1
3148,'2017/05/31 10:26:00:509',12,481,-1.105691,1
3149,'2017/05/31 10:26:00:523',12,481,-1.081191,1
3150,'2017/05/31 10:26:00:529',12,481,-1.043243,1
3151,'2017/05/31 10:26:00:539',12,481,-1.005398,1
3152,'2017/05/31 10:26:00:549',12,481,-0.975741,1
3153,'2017/05/31 10:26:00:559',12,481,-0.946164,1
3154,'2017/05/31 10:26:00:578',12,481,-0.916667,1
3155,'2017/05/31 10:26:00:587',12,481,-0.900671,1
3156,'2017/05/31 10:26:00:604',12,481,-0.884718,1
3157,'2017/05/31 10:26:00:604',12,481,-0.88755,1
3158,'2017/05/31 10:26:00:609',12,481,-0.890374,1
3159,'2017/05/31 10:26:00:642',12,481,-0.890374,1
3160,'2017/05/31 10:26:00:642',12,481,-0.901202,1
3161,'2017/05/31 10:26:00:642',12,481,-0.912,1
3162,'2017/05/31 10:26:00:661',12,481,-0.925532,1
3163,'2017/05/31 10:26:00:661',12,481,-0.936255,1
3164,'2017/05/31 10:26:00:673',12,481,-0.94695,1
3165,'2017/05/31 10:26:00:679',12,481,-0.949669,1
3166,'2017/05/31 10:26:00:695',12,481,-0.952381,1
3167,'2017/05/31 10:26:00:699',12,471,-0.963012,1
3168,'2017/05/31 10:26:00:709',12,471,-0.973615,1
3169,'2017/05/31 10:26:00:722',12,471,-0.997365,1
3170,'2017/05/31 10:26:00:729',12,471,-1.013158,1
3171,'2017/05/31 10:26:00:739',12,471,-1.028909,1
3172,'2017/05/31 10:26:00:757',12,477,-1.044619,1
3173,'2017/05/31 10:26:00:759',12,477,-1.060288,1
3174,'2017/05/31 10:26:00:769',12,477,-1.068063,1
3175,'2017/05/31 10:26:00:794',12,477,-1.062745,1
3176,'2017/05/31 10:26:00:795',12,477,-1.057441,1
3177,'2017/05/31 10:26:00:809',12,481,-1.044329,1
3178,'2017/05/31 10:26:00:809',12,481,-1.03125,1
3179,'2017/05/31 10:26:00:842',12,481,-1.013004,1
3180,'2017/05/31 10:26:00:842',12,481,-1.015584,1
3181,'2017/05/31 10:26:00:842',12,481,-1.018158,1
3182,'2017/05/31 10:26:00:860',12,481,-1.020725,1
3183,'2017/05/31 10:26:00:860',12,481,-1.023286,1
3184,'2017/05/31 10:26:00:875',12,481,-1.02584,1
3185,'2017/05/31 10:26:00:879',12,481,-1.036129,1
3186,'2017/05/31 10:26:00:889',12,481,-1.046392,1
3187,'2017/05/31 10:26:00:903',12,481,-1.056628,1
3188,'2017/05/31 10:26:00:909',12,481,-1.066838,1
3189,'2017/05/31 10:26:00:919',12,481,-1.077022,1
3190,'2017/05/31 10:26:00:938',12,481,-1.08718,1
3191,'2017/05/31 10:26:00:940',12,481,-1.097311,1
3192,'2017/05/31 10:26:00:949',12,481,-1.107417,1
3193,'2017/05/31 10:26:00:959',12,481,-1.117497,1
3194,'2017/05/31 10:26:00:970',12,481,-1.127551,1
3195,'2017/05/31 10:26:00:979',12,481,-1.126115,1
3196,'2017/05/31 10:26:01:001',12,481,-1.124682,1
3197,'2017/05/31 10:26:01:001',12,481,-1.115629,1
3198,'2017/05/31 10:26:01:009',12,481,-1.106599,1
3199,'2017/05/31 10:26:01:041',12,481,-1.097592,1
3200,'2017/05/31 10:26:01:042',12,481,-1.08481,1
3201,'2017/05/31 10:26:01:042',12,481,-1.072061,1
3202,'2017/05/31 10:26:01:060',12,484,-1.059343,1
3203,'2017/05/31 10:26:01:060',12,484,-1.046658,1
3204,'2017/05/31 10:26:01:077',12,484,-1.030227,1
3205,'2017/05/31 10:26:01:079',12,484,-1.01761,1
3206,'2017/05/31 10:26:01:089',12,484,-1.005025,1
3207,'2017/05/31 10:26:01:105',12,481,-1.007528,1
3208,'2017/05/31 10:26:01:109',12,481,-1.010025,1
3209,'2017/05/31 10:26:01:119',12,481,-1.01627,1
3210,'2017/05/31 10:26:01:131',12,481,-1.0225,1
3211,'2017/05/31 10:26:01:139',12,481,-1.028714,1
3212,'2017/05/31 10:26:01:149',12,481,-1.034913,1
3213,'2017/05/31 10:27:18:500',13,212,2.810631,1
3214,'2017/05/31 10:27:18:501',13,212,2.810631,1
3215,'2017/05/31 10:27:18:507',13,212,2.791391,1
3216,'2017/05/31 10:27:18:520',13,212,2.653465,1
3217,'2017/05/31 10:27:18:539',13,212,2.516447,1
3218,'2017/05/31 10:27:18:539',13,212,2.403279,1
3219,'2017/05/31 10:27:18:566',13,215,2.29085,1
3220,'2017/05/31 10:27:18:567',13,215,2.159609,1
3221,'2017/05/31 10:27:18:567',13,215,2.038961,1
3222,'2017/05/31 10:27:18:607',13,215,1.919094,1
3223,'2017/05/31 10:27:18:608',13,215,1.777419,1
3224,'2017/05/31 10:27:18:608',13,219,1.636656,1
3225,'2017/05/31 10:27:18:608',13,219,1.516026,1
3226,'2017/05/31 10:27:18:623',13,219,1.408946,1
3227,'2017/05/31 10:27:18:628',13,219,1.302548,1
3228,'2017/05/31 10:27:18:641',13,219,1.196825,1
3229,'2017/05/31 10:27:18:648',13,222,1.091772,1
3230,'2017/05/31 10:27:18:663',13,222,0.987382,1
3231,'2017/05/31 10:27:18:668',13,222,0.893082,1
3232,'2017/05/31 10:27:18:678',13,222,0.799373,1
3233,'2017/05/31 10:27:18:689',13,222,0.75625,1
3234,'2017/05/31 10:27:18:697',13,222,0.713396,1
3235,'2017/05/31 10:27:18:717',13,222,0.670807,1
3236,'2017/05/31 10:27:18:725',13,222,0.628483,1
3237,'2017/05/31 10:27:18:746',13,222,0.58642,1
3238,'2017/05/31 10:27:18:746',13,222,0.544615,1
3239,'2017/05/31 10:27:18:748',13,209,0.503067,1
3240,'2017/05/31 10:27:18:758',13,209,0.461774,1
3241,'2017/05/31 10:27:18:787',13,209,0.381098,1
3242,'2017/05/31 10:27:18:787',13,209,0.300912,1
3243,'2017/05/31 10:27:18:789',13,209,0.212121,1
3244,'2017/05/31 10:27:18:807',13,215,0.123867,1
3245,'2017/05/31 10:27:18:809',13,215,0.018072,1
3246,'2017/05/31 10:27:18:826',13,215,-0.069069,1
3247,'2017/05/31 10:27:18:837',13,215,-0.155689,1
3248,'2017/05/31 10:27:18:838',13,215,-0.250746,1
3249,'2017/05/31 10:27:18:848',13,222,-0.345238,1
3250,'2017/05/31 10:27:18:864',13,222,-0.462908,1
3251,'2017/05/31 10:27:18:868',13,222,-0.559172,1
3252,'2017/05/31 10:27:18:877',13,222,-0.654867,1
3253,'2017/05/31 10:27:18:888',13,222,-0.779412,1
3254,'2017/05/31 10:27:18:897',13,225,-0.903226,1
3255,'2017/05/31 10:27:18:916',13,225,-1.04386,1
3256,'2017/05/31 10:27:18:923',13,225,-1.174927,1
3257,'2017/05/31 10:27:18:943',13,225,-1.305233,1
3258,'2017/05/31 10:27:18:943',13,225,-1.405797,1
3259,'2017/05/31 10:27:18:948',13,225,-1.50578,1
3260,'2017/05/31 10:27:18:958',13,225,-1.587896,1
3261,'2017/05/31 10:27:18:984',13,225,-1.66954,1
3262,'2017/05/31 10:27:18:984',13,225,-1.750716,1
3263,'2017/05/31 10:27:18:987',13,225,-1.831429,1
3264,'2017/05/31 10:27:19:004',13,222,-1.911681,1
3265,'2017/05/31 10:27:19:008',13,222,-1.96875,1
3266,'2017/05/31 10:27:19:021',13,222,-2.033994,1
3267,'2017/05/31 10:27:19:028',13,222,-2.09887,1
3268,'2017/05/31 10:27:19:043',13,222,-2.183099,1
3269,'2017/05/31 10:27:19:047',13,219,-2.266854,1
3270,'2017/05/31 10:27:19:057',13,219,-2.389356,1
3271,'2017/05/31 10:27:19:073',13,219,-2.519553,1
3272,'2017/05/31 10:27:19:078',13,219,-2.649025,1
3273,'2017/05/31 10:27:19:087',13,219,-2.766667,1
3274,'2017/05/31 10:27:19:100',13,225,-2.883657,1
3275,'2017/05/31 10:27:19:108',13,225,-3.016575,1
3276,'2017/05/31 10:27:19:134',13,225,-3.132231,1
3277,'2017/05/31 10:27:19:134',13,225,-3.247253,1
3278,'2017/05/31 10:27:19:138',13,225,-3.361644,1
3279,'2017/05/31 10:27:19:155',13,232,-3.47541,1
3280,'2017/05/31 10:27:19:158',13,232,-3.572207,1
3281,'2017/05/31 10:27:19:185',13,232,-3.649457,1
3282,'2017/05/31 10:27:19:185',13,232,-3.726287,1
3283,'2017/05/31 10:27:19:187',13,232,-3.821622,1
3284,'2017/05/31 10:27:19:204',13,228,-3.916442,1
3285,'2017/05/31 10:27:19:208',13,228,-3.956989,1
3286,'2017/05/31 10:27:19:217',13,228,-4.008043,1
3287,'2017/05/31 10:27:19:229',13,228,-4.058824,1
3288,'2017/05/31 10:27:19:238',13,228,-4.101333,1
3289,'2017/05/31 10:27:19:254',13,228,-4.143617,1
3290,'2017/05/31 10:27:19:258',13,228,-4.201591,1
3291,'2017/05/31 10:27:19:267',13,228,-4.259259,1
3292,'2017/05/31 10:27:19:284',13,228,-4.316623,1
3293,'2017/05/31 10:27:19:288',13,228,-4.347368,1
3294,'2017/05/31 10:27:19:298',13,225,-4.377953,1
3295,'2017/05/31 10:27:19:309',13,225,-4.429319,1
3296,'2017/05/31 10:27:19:334',13,225,-4.488251,1
3297,'2017/05/31 10:27:19:334',13,225,-4.546875,1
3298,'2017/05/31 10:27:19:338',13,225,-4.605195,1
3299,'2017/05/31 10:27:19:368',13,228,-4.663212,1
3300,'2017/05/31 10:27:19:369',13,228,-4.663212,1
3301,'2017/05/31 10:27:19:369',13,228,-4.713178,1
3302,'2017/05/31 10:27:19:387',13,228,-4.762887,1
3303,'2017/05/31 10:27:19:387',13,228,-4.861538,1
3304,'2017/05/31 10:27:19:407',13,225,-4.910486,1
3305,'2017/05/31 10:27:19:408',13,225,-4.97449,1
3306,'2017/05/31 10:27:19:417',13,225,-5.045802,1
3307,'2017/05/31 10:27:19:428',13,225,-5.116751,1
3308,'2017/05/31 10:27:19:439',13,225,-5.202532,1
3309,'2017/05/31 10:27:19:448',13,225,-5.287879,1
3310,'2017/05/31 10:27:19:458',13,225,-5.372796,1
3311,'2017/05/31 10:27:19:471',13,225,-5.457286,1
3312,'2017/05/31 10:27:19:478',13,225,-5.541353,1
3313,'2017/05/31 10:27:19:487',13,225,-5.61,1
3314,'2017/05/31 10:27:19:504',13,225,-5.678304,1
3315,'2017/05/31 10:27:19:508',13,225,-5.567164,1
3316,'2017/05/31 10:27:19:534',13,225,-5.456576,1
3317,'2017/05/31 10:27:19:534',13,225,-5.346535,1
3318,'2017/05/31 10:27:19:538',13,225,-5.237037,1
3319,'2017/05/31 10:27:19:569',13,225,-5.12069,1
3320,'2017/05/31 10:27:19:569',13,228,-5.019656,1
3321,'2017/05/31 10:27:19:569',13,228,-4.919117,1
3322,'2017/05/31 10:27:19:587',13,228,-4.919117,1
3323,'2017/05/31 10:27:19:587',13,228,-4.811736,1
3324,'2017/05/31 10:27:19:604',13,228,-4.712195,1
3325,'2017/05/31 10:27:19:608',13,222,-4.632603,1
3326,'2017/05/31 10:27:19:617',13,222,-4.46247,1
3327,'2017/05/31 10:27:19:637',13,222,-4.398551,1
3328,'2017/05/31 10:27:19:639',13,222,-4.33494,1
3329,'2017/05/31 10:27:19:648',13,222,-4.271635,1
3330,'2017/05/31 10:27:19:658',13,232,-4.223022,1
3331,'2017/05/31 10:27:19:668',13,232,-4.174641,1
3332,'2017/05/31 10:27:19:678',13,232,-4.102625,1
3333,'2017/05/31 10:27:19:687',13,232,-4.030952,1
3334,'2017/05/31 10:27:19:703',13,232,-3.95962,1
3335,'2017/05/31 10:27:19:708',13,232,-3.888626,1
3336,'2017/05/31 10:27:19:735',13,232,-3.817967,1
3337,'2017/05/31 10:27:19:735',13,232,-3.747642,1
3338,'2017/05/31 10:27:19:737',13,232,-3.677647,1
3339,'2017/05/31 10:27:19:770',13,232,-3.607981,1
3340,'2017/05/31 10:27:19:770',13,228,-3.477752,1
3341,'2017/05/31 10:27:19:770',13,228,-3.348131,1
3342,'2017/05/31 10:27:19:787',13,228,-3.228438,1
3343,'2017/05/31 10:27:19:788',13,228,-3.109302,1
3344,'2017/05/31 10:27:19:801',13,228,-2.983759,1
3345,'2017/05/31 10:27:19:808',13,228,-2.886574,1
3346,'2017/05/31 10:27:19:826',13,228,-2.789838,1
3347,'2017/05/31 10:27:19:828',13,228,-2.693548,1
3348,'2017/05/31 10:27:19:838',13,228,-2.597701,1
3349,'2017/05/31 10:27:19:854',13,228,-2.493119,1
3350,'2017/05/31 10:27:19:858',13,228,-2.421053,1
3351,'2017/05/31 10:27:19:867',13,228,-2.349315,1
3352,'2017/05/31 10:27:19:881',13,228,-2.277904,1
3353,'2017/05/31 10:27:19:888',13,228,-2.206818,1
3354,'2017/05/31 10:27:19:898',13,228,-2.129252,1
3355,'2017/05/31 10:27:19:913',13,228,-2.065611,1
3356,'2017/05/31 10:27:19:920',13,228,-2.002257,1
3357,'2017/05/31 10:27:19:944',13,228,-1.939189,1
3358,'2017/05/31 10:27:19:944',13,228,-1.876405,1
3359,'2017/05/31 10:27:19:947',13,228,-1.820628,1
3360,'2017/05/31 10:27:19:958',13,225,-1.765101,1
3361,'2017/05/31 10:27:19:986',13,225,-1.709821,1
3362,'2017/05/31 10:27:19:986',13,225,-1.66147,1
3363,'2017/05/31 10:27:19:988',13,225,-1.613333,1
3364,'2017/05/31 10:27:20:004',13,225,-1.574279,1
3365,'2017/05/31 10:27:20:008',13,225,-1.522124,1
3366,'2017/05/31 10:27:20:020',13,225,-1.470199,1
3367,'2017/05/31 10:27:20:028',13,225,-1.418502,1
3368,'2017/05/31 10:27:20:042',13,225,-1.367033,1
3369,'2017/05/31 10:27:20:048',13,225,-1.300439,1
3370,'2017/05/31 10:27:20:058',13,219,-1.221007,1
3371,'2017/05/31 10:27:20:072',13,219,-1.141921,1
3372,'2017/05/31 10:27:20:077',13,219,-1.076253,1
3373,'2017/05/31 10:27:20:088',13,219,-1.01087,1
3374,'2017/05/31 10:27:20:098',13,219,-0.939262,1
3375,'2017/05/31 10:27:20:108',13,219,-0.893939,1
3376,'2017/05/31 10:27:20:134',13,219,-0.848812,1
3377,'2017/05/31 10:27:20:134',13,219,-0.803879,1
3378,'2017/05/31 10:27:20:138',13,219,-0.75914,1
3379,'2017/05/31 10:27:20:169',13,219,-0.72103,1
3380,'2017/05/31 10:27:20:169',13,225,-0.713062,1
3381,'2017/05/31 10:27:20:169',13,225,-0.705128,1
3382,'2017/05/31 10:27:20:187',13,225,-0.684435,1
3383,'2017/05/31 10:27:20:187',13,225,-0.66383,1
3384,'2017/05/31 10:27:20:197',13,225,-0.664544,1
3385,'2017/05/31 10:27:20:208',13,225,-0.648305,1
3386,'2017/05/31 10:27:20:217',13,225,-0.632135,1
3387,'2017/05/31 10:27:20:227',13,225,-0.616034,1
3388,'2017/05/31 10:27:20:243',13,225,-0.6,1
3389,'2017/05/31 10:27:20:248',13,225,-0.577731,1
3390,'2017/05/31 10:27:20:258',13,222,-0.555556,1
3391,'2017/05/31 10:27:20:268',13,222,-0.533473,1
3392,'2017/05/31 10:27:20:280',13,222,-0.517745,1
3393,'2017/05/31 10:27:20:288',13,222,-0.502083,1
3394,'2017/05/31 10:27:20:297',13,222,-0.47817,1
3395,'2017/05/31 10:27:20:308',13,215,-0.441909,1
3396,'2017/05/31 10:27:20:333',13,215,-0.405797,1
3397,'2017/05/31 10:27:20:333',13,215,-0.384298,1
3398,'2017/05/31 10:27:20:337',13,215,-0.362887,1
3399,'2017/05/31 10:27:20:369',13,215,-0.341564,1
3400,'2017/05/31 10:27:20:369',13,215,-0.332649,1
3401,'2017/05/31 10:27:20:369',13,215,-0.32377,1
3402,'2017/05/31 10:27:20:387',13,215,-0.314928,1
3403,'2017/05/31 10:27:20:387',13,215,-0.306122,1
3404,'2017/05/31 10:27:20:404',13,215,-0.291242,1
3405,'2017/05/31 10:27:20:408',13,215,-0.264228,1
3406,'2017/05/31 10:27:20:426',13,215,-0.237323,1
3407,'2017/05/31 10:27:20:428',13,215,-0.210526,1
3408,'2017/05/31 10:27:20:438',13,215,-0.183838,1
3409,'2017/05/31 10:27:20:447',13,215,-0.157258,1
3410,'2017/05/31 10:27:20:458',13,215,-0.130785,1
3411,'2017/05/31 10:27:20:468',13,215,-0.104418,1
3412,'2017/05/31 10:27:20:478',13,215,-0.078156,1
3413,'2017/05/31 10:27:20:488',13,215,-0.052,1
3414,'2017/05/31 10:27:20:507',13,215,-0.12326,1
3415,'2017/05/31 10:27:20:507',13,215,-0.168651,1
3416,'2017/05/31 10:27:20:517',13,215,-0.213861,1
3417,'2017/05/31 10:27:20:535',13,215,-0.258893,1
3418,'2017/05/31 10:27:20:538',13,215,-0.303748,1
3419,'2017/05/31 10:27:20:553',13,215,-0.34252,1
3420,'2017/05/31 10:27:20:558',13,215,-0.381139,1
3421,'2017/05/31 10:27:20:579',13,215,-0.431373,1
3422,'2017/05/31 10:27:20:579',13,215,-0.431373,1
3423,'2017/05/31 10:27:20:588',13,215,-0.481409,1
3424,'2017/05/31 10:27:20:604',13,215,-0.523438,1
3425,'2017/05/31 10:27:20:608',13,215,-0.565302,1
3426,'2017/05/31 10:27:20:620',13,219,-0.609709,1
3427,'2017/05/31 10:27:20:638',13,219,-0.627907,1
3428,'2017/05/31 10:27:20:638',13,219,-0.638298,1
3429,'2017/05/31 10:27:20:647',13,219,-0.642857,1
3430,'2017/05/31 10:27:20:663',13,219,-0.647399,1
3431,'2017/05/31 10:27:20:668',13,222,-0.690385,1
3432,'2017/05/31 10:27:20:677',13,222,-0.733205,1
3433,'2017/05/31 10:27:20:692',13,222,-0.770115,1
3434,'2017/05/31 10:27:20:697',13,222,-0.806883,1
3435,'2017/05/31 10:27:20:708',13,222,-0.843511,1
3436,'2017/05/31 10:27:20:740',13,222,-0.88,1
3437,'2017/05/31 10:27:20:740',13,222,-0.91635,1
3438,'2017/05/31 10:27:20:740',13,222,-0.952562,1
3439,'2017/05/31 10:27:20:770',13,222,-1.013258,1
3440,'2017/05/31 10:27:20:770',13,222,-1.073724,1
3441,'2017/05/31 10:27:20:770',13,228,-1.118868,1
3442,'2017/05/31 10:27:20:787',13,228,-1.163842,1
3443,'2017/05/31 10:27:20:789',13,228,-1.197368,1
3444,'2017/05/31 10:27:20:802',13,228,-1.219512,1
3445,'2017/05/31 10:27:20:808',13,228,-1.241573,1
3446,'2017/05/31 10:27:20:818',13,219,-1.263551,1
3447,'2017/05/31 10:27:20:832',13,219,-1.285448,1
3448,'2017/05/31 10:27:20:838',13,219,-1.324022,1
3449,'2017/05/31 10:27:20:856',13,219,-1.349442,1
3450,'2017/05/31 10:27:20:858',13,219,-1.374768,1
3451,'2017/05/31 10:27:20:868',13,215,-1.4,1
3452,'2017/05/31 10:27:20:886',13,215,-1.425139,1
3453,'2017/05/31 10:27:20:887',13,215,-1.457565,1
3454,'2017/05/31 10:27:20:898',13,215,-1.484346,1
3455,'2017/05/31 10:27:20:913',13,215,-1.511029,1
3456,'2017/05/31 10:27:20:920',13,212,-1.537615,1
3457,'2017/05/31 10:27:20:946',13,212,-1.564103,1
3458,'2017/05/31 10:27:20:946',13,212,-1.595978,1
3459,'2017/05/31 10:27:20:948',13,212,-1.627737,1
3460,'2017/05/31 10:27:20:958',13,212,-1.659381,1
3461,'2017/05/31 10:27:20:985',13,215,-1.68,1
3462,'2017/05/31 10:27:20:985',13,215,-1.700544,1
3463,'2017/05/31 10:27:20:988',13,215,-1.71558,1
3464,'2017/05/31 10:27:21:004',13,215,-1.735986,1
3465,'2017/05/31 10:27:21:008',13,215,-1.756318,1
3466,'2017/05/31 10:27:21:099',13,228,-1.776577,1
3467,'2017/05/31 10:27:21:099',13,228,-1.796763,1
3468,'2017/05/31 10:27:21:100',13,228,-1.793537,1
3469,'2017/05/31 10:27:21:100',13,228,-1.795699,1
3470,'2017/05/31 10:27:21:100',13,228,-1.797853,1
3471,'2017/05/31 10:27:21:100',13,235,-1.778571,1
3472,'2017/05/31 10:27:21:100',13,235,-1.759358,1
3473,'2017/05/31 10:27:21:100',13,235,-1.727758,1
3474,'2017/05/31 10:27:21:100',13,235,-1.685613,1
3475,'2017/05/31 10:27:21:107',13,235,-1.643617,1
3476,'2017/05/31 10:27:21:118',13,235,-1.60177,1
3477,'2017/05/31 10:27:21:135',13,235,-1.560071,1
3478,'2017/05/31 10:27:21:138',13,235,-1.518519,1
3479,'2017/05/31 10:27:21:154',13,235,-1.464789,1
3480,'2017/05/31 10:27:21:158',13,235,-1.411248,1
3481,'2017/05/31 10:27:21:185',13,235,-1.378947,1
3482,'2017/05/31 10:27:21:185',13,235,-1.34676,1
3483,'2017/05/31 10:27:21:188',13,235,-1.314685,1
3484,'2017/05/31 10:27:21:205',13,235,-1.289703,1
3485,'2017/05/31 10:27:21:208',13,235,-1.264808,1
3486,'2017/05/31 10:27:21:218',13,235,-1.24,1
3487,'2017/05/31 10:27:21:228',13,235,-1.215278,1
3488,'2017/05/31 10:27:21:238',13,235,-1.190641,1
3489,'2017/05/31 10:27:21:254',13,235,-1.16609,1
3490,'2017/05/31 10:27:21:258',13,235,-1.141623,1
3491,'2017/05/31 10:27:21:273',13,235,-1.106897,1
3492,'2017/05/31 10:27:21:278',13,235,-1.072289,1
3493,'2017/05/31 10:27:21:288',13,235,-1.037801,1
3494,'2017/05/31 10:27:21:303',13,235,-1.008576,1
3495,'2017/05/31 10:27:21:308',13,235,-0.979452,1
3496,'2017/05/31 10:27:21:334',13,235,-0.926496,1
3497,'2017/05/31 10:27:21:334',13,235,-0.87372,1
3498,'2017/05/31 10:27:21:337',13,235,-0.821124,1
3499,'2017/05/31 10:27:21:369',13,235,-0.763605,1
3500,'2017/05/31 10:27:21:369',13,235,-0.706282,1
3501,'2017/05/31 10:27:21:369',13,235,-0.649153,1
3502,'2017/05/31 10:27:21:388',13,235,-0.592217,1
3503,'2017/05/31 10:27:21:388',13,235,-0.535473,1
3504,'2017/05/31 10:27:21:404',13,235,-0.48398,1
3505,'2017/05/31 10:27:21:408',13,235,-0.43266,1
3506,'2017/05/31 10:27:21:417',13,232,-0.381513,1
3507,'2017/05/31 10:27:21:436',13,232,-0.330537,1
3508,'2017/05/31 10:27:21:437',13,232,-0.284757,1
3509,'2017/05/31 10:27:21:447',13,232,-0.23913,1
3510,'2017/05/31 10:27:21:458',13,232,-0.193656,1
3511,'2017/05/31 10:27:21:468',13,225,-0.148333,1
3512,'2017/05/31 10:27:21:478',13,225,-0.103161,1
3513,'2017/05/31 10:27:21:488',13,225,-0.069767,1
3514,'2017/05/31 10:27:21:498',13,225,-0.036484,1
3515,'2017/05/31 10:27:21:508',13,225,-0.003311,1
3516,'2017/05/31 10:27:21:534',13,225,0.029752,1
3517,'2017/05/31 10:27:21:534',13,232,0.062706,1
3518,'2017/05/31 10:27:21:538',13,232,0.095552,1
3519,'2017/05/31 10:27:21:570',13,232,0.139803,1
3520,'2017/05/31 10:27:21:570',13,232,0.188834,1
3521,'2017/05/31 10:27:21:570',13,232,0.237705,1
3522,'2017/05/31 10:27:21:587',13,225,0.286416,1
3523,'2017/05/31 10:27:21:587',13,225,0.334967,1
3524,'2017/05/31 10:27:21:605',13,225,0.371941,1
3525,'2017/05/31 10:27:21:608',13,225,0.399023,1
3526,'2017/05/31 10:27:21:617',13,225,0.426016,1
3527,'2017/05/31 10:27:21:628',13,225,0.439935,1
3528,'2017/05/31 10:27:21:638',13,225,0.453809,1
3529,'2017/05/31 10:27:21:657',13,225,0.467638,1
3530,'2017/05/31 10:27:21:659',13,225,0.497577,1
3531,'2017/05/31 10:27:21:667',13,225,0.527419,1
3532,'2017/05/31 10:27:21:682',13,241,0.547504,1
3533,'2017/05/31 10:27:21:688',13,241,0.567524,1
3534,'2017/05/31 10:27:21:698',13,241,0.613162,1
3535,'2017/05/31 10:27:21:712',13,241,0.658654,1
3536,'2017/05/31 10:27:21:720',13,241,0.704,1
3537,'2017/05/31 10:27:21:746',13,241,0.749201,1
3538,'2017/05/31 10:27:21:746',13,241,0.794258,1
3539,'2017/05/31 10:27:21:748',13,241,0.839172,1
3540,'2017/05/31 10:27:21:758',13,241,0.877583,1
3541,'2017/05/31 10:27:21:785',13,241,0.915873,1
3542,'2017/05/31 10:27:21:785',13,238,0.935024,1
3543,'2017/05/31 10:27:21:788',13,238,0.954114,1
3544,'2017/05/31 10:27:21:806',13,238,0.968404,1
3545,'2017/05/31 10:27:21:807',13,238,0.98265,1
3546,'2017/05/31 10:27:21:820',13,238,0.99685,1
3547,'2017/05/31 10:27:21:827',13,235,1.039308,1
3548,'2017/05/31 10:27:21:846',13,235,1.081633,1
3549,'2017/05/31 10:27:21:848',13,235,1.119122,1
3550,'2017/05/31 10:27:21:857',13,235,1.156494,1
3551,'2017/05/31 10:27:21:871',13,235,1.19375,1
3552,'2017/05/31 10:27:21:877',13,225,1.24337,1
3553,'2017/05/31 10:27:21:888',13,225,1.292835,1
3554,'2017/05/31 10:27:21:905',13,225,1.326594,1
3555,'2017/05/31 10:27:21:907',13,225,1.360248,1
3556,'2017/05/31 10:27:21:934',13,225,1.393798,1
3557,'2017/05/31 10:27:21:934',13,235,1.436532,1
3558,'2017/05/31 10:27:21:938',13,235,1.479134,1
3559,'2017/05/31 10:27:21:972',13,235,1.537037,1
3560,'2017/05/31 10:27:21:972',13,235,1.590139,1
3561,'2017/05/31 10:27:21:972',13,235,1.643077,1
3562,'2017/05/31 10:27:21:987',13,235,1.686636,1
3563,'2017/05/31 10:27:21:989',13,235,1.730061,1
3564,'2017/05/31 10:27:22:001',13,235,1.773354,1
3565,'2017/05/31 10:27:22:008',13,235,1.816514,1
3566,'2017/05/31 10:27:22:023',13,235,1.859542,1
3567,'2017/05/31 10:27:22:028',13,228,1.862805,1
3568,'2017/05/31 10:27:22:038',13,228,1.866058,1
3569,'2017/05/31 10:27:22:049',13,228,1.858663,1
3570,'2017/05/31 10:27:22:058',13,228,1.842185,1
3571,'2017/05/31 10:27:22:075',13,228,1.825758,1
3572,'2017/05/31 10:27:22:077',13,232,1.7882,1
3573,'2017/05/31 10:27:22:088',13,232,1.750755,1
3574,'2017/05/31 10:27:22:107',13,232,1.719457,1
3575,'2017/05/31 10:27:22:109',13,232,1.688253,1
3576,'2017/05/31 10:27:22:118',13,232,1.657143,1
3577,'2017/05/31 10:27:22:141',13,232,1.626126,1
3578,'2017/05/31 10:27:22:141',13,232,1.595202,1
3579,'2017/05/31 10:27:22:153',13,232,1.564371,1
3580,'2017/05/31 10:27:22:158',13,232,1.542601,1
3581,'2017/05/31 10:27:22:177',13,232,1.520895,1
3582,'2017/05/31 10:27:22:179',13,225,1.499255,1
3583,'2017/05/31 10:27:22:188',13,225,1.477679,1
3584,'2017/05/31 10:27:22:206',13,225,1.445765,1
3585,'2017/05/31 10:27:22:207',13,225,1.413947,1
3586,'2017/05/31 10:27:22:220',13,225,1.382222,1
3587,'2017/05/31 10:27:22:228',13,228,1.350592,1
3588,'2017/05/31 10:27:22:238',13,228,1.319055,1
3589,'2017/05/31 10:27:22:249',13,228,1.292035,1
3590,'2017/05/31 10:27:22:258',13,228,1.260677,1
3591,'2017/05/31 10:27:22:267',13,228,1.229412,1
